age,job,marital,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,y
26,admin.,single,secondary,no,236,yes,yes,may,8,2,-1,0,no
39,admin.,single,unknown,no,0,yes,no,may,62,1,-1,0,no
47,management,married,tertiary,no,-50,no,yes,jul,175,1,-1,0,no
23,entrepreneur,single,primary,no,4,yes,no,may,395,2,-1,0,yes
54,management,divorced,tertiary,no,26306,yes,no,feb,27,1,84,3,no
38,admin.,married,secondary,no,46,yes,yes,may,195,1,-1,0,no
33,technician,married,secondary,no,575,no,yes,feb,254,2,-1,0,no
35,admin.,divorced,secondary,no,148,no,yes,jul,199,1,-1,0,no
52,services,married,secondary,no,431,no,no,aug,73,17,-1,0,no
25,technician,single,tertiary,no,777,yes,no,may,351,1,-1,0,no
29,management,married,tertiary,no,199,yes,yes,may,1689,4,-1,0,yes
35,technician,single,tertiary,no,3552,no,no,nov,267,1,-1,0,no
49,services,married,secondary,no,47,no,no,may,234,2,-1,0,no
41,admin.,divorced,secondary,no,3823,no,no,apr,234,10,-1,0,no
32,management,married,tertiary,no,138,no,no,aug,94,4,-1,0,no
29,admin.,single,secondary,no,1117,yes,no,may,77,2,-1,0,no
28,blue-collar,married,secondary,no,1325,yes,no,may,242,1,-1,0,no
59,retired,married,secondary,no,0,no,no,jul,247,4,-1,0,no
34,entrepreneur,married,tertiary,no,4343,no,no,jun,85,4,-1,0,no
55,management,divorced,tertiary,no,1598,no,no,aug,607,4,-1,0,no
34,management,married,tertiary,no,3301,yes,no,jun,485,2,227,4,yes
24,student,single,secondary,no,822,no,no,oct,184,1,91,2,yes
42,technician,divorced,secondary,no,-280,yes,no,may,258,1,-1,0,no
34,management,single,unknown,no,1534,yes,no,apr,156,1,147,7,no
34,admin.,married,secondary,no,1671,no,no,may,160,1,-1,0,no
51,self-employed,married,tertiary,no,2007,no,no,jun,1021,1,-1,0,no
58,blue-collar,married,primary,no,0,yes,no,jul,5,25,-1,0,no
44,technician,married,secondary,no,2776,yes,no,jan,701,1,-1,0,yes
33,blue-collar,married,secondary,no,139,yes,yes,may,732,2,291,5,yes
34,management,married,tertiary,no,573,no,no,aug,122,1,-1,0,no
34,admin.,married,secondary,no,475,yes,no,may,559,1,-1,0,no
42,blue-collar,divorced,secondary,no,47,yes,yes,may,141,1,-1,0,no
46,management,single,tertiary,no,2154,yes,no,jul,87,4,-1,0,no
31,self-employed,single,tertiary,no,96,no,no,feb,577,1,-1,0,no
39,entrepreneur,married,tertiary,no,83,yes,no,jul,193,2,-1,0,no
34,management,single,tertiary,no,6766,no,no,aug,210,5,-1,0,no
47,technician,married,secondary,no,3973,no,no,aug,732,2,-1,0,no
42,services,divorced,secondary,no,372,yes,yes,may,121,2,-1,0,no
48,blue-collar,single,secondary,no,-552,no,yes,nov,150,2,-1,0,no
30,self-employed,single,tertiary,no,48,no,no,nov,140,1,-1,0,no
38,technician,married,secondary,no,7696,yes,no,nov,386,2,-1,0,no
24,services,married,secondary,no,4500,yes,no,may,733,2,-1,0,yes
34,technician,married,secondary,no,1,yes,no,nov,108,1,-1,0,no
46,management,single,tertiary,no,46,no,yes,nov,80,1,152,1,no
32,admin.,divorced,secondary,yes,-18,yes,no,may,155,3,-1,0,no
46,services,married,secondary,no,451,yes,yes,may,389,4,-1,0,no
26,self-employed,married,tertiary,no,479,yes,no,feb,133,3,-1,0,no
42,blue-collar,married,secondary,no,0,yes,no,nov,328,6,-1,0,no
50,technician,married,secondary,no,1130,yes,no,jul,119,2,-1,0,no
41,blue-collar,married,primary,no,389,yes,no,jun,87,6,-1,0,no
34,admin.,single,secondary,no,10,no,yes,nov,162,1,173,3,no
32,services,married,secondary,no,401,yes,no,may,294,2,-1,0,no
58,housemaid,single,tertiary,no,145,yes,yes,jul,128,2,-1,0,no
45,technician,married,secondary,no,115,yes,no,may,108,1,-1,0,no
28,admin.,single,secondary,no,89,yes,yes,feb,172,2,-1,0,no
35,technician,married,secondary,no,94,yes,yes,may,208,5,-1,0,no
39,services,married,secondary,no,1438,yes,no,may,212,2,-1,0,no
49,unemployed,divorced,tertiary,no,780,no,no,nov,148,1,871,2,no
50,management,married,tertiary,no,207,yes,no,feb,99,1,-1,0,no
37,management,married,tertiary,no,238,no,no,feb,185,1,92,1,yes
45,blue-collar,married,primary,no,2433,no,no,aug,133,2,-1,0,no
30,housemaid,single,secondary,no,1924,no,no,feb,170,1,-1,0,no
48,unemployed,married,tertiary,no,-471,yes,no,may,668,7,-1,0,no
36,management,single,tertiary,no,1531,yes,no,may,81,3,170,1,no
41,management,single,secondary,no,764,no,no,jun,230,2,-1,0,no
55,blue-collar,married,secondary,no,383,no,no,may,287,1,-1,0,no
70,retired,married,primary,no,3782,no,no,mar,618,1,-1,0,no
41,management,married,tertiary,no,326,yes,no,may,788,1,-1,0,yes
47,services,divorced,secondary,no,691,no,no,feb,285,6,-1,0,no
34,technician,single,secondary,no,0,no,no,aug,163,2,-1,0,no
33,management,single,tertiary,no,99,no,no,jul,159,1,-1,0,no
58,retired,married,secondary,no,502,yes,no,may,197,2,370,3,no
51,management,married,tertiary,no,-15,no,no,jul,212,2,-1,0,no
45,management,married,tertiary,no,1929,yes,no,may,44,15,-1,0,no
55,admin.,married,secondary,no,0,no,no,sep,180,2,238,3,no
30,blue-collar,single,primary,no,185,no,no,jun,11,1,-1,0,no
33,management,single,secondary,no,-424,yes,no,may,863,1,-1,0,no
27,services,single,secondary,no,0,yes,no,may,388,7,-1,0,no
59,retired,married,secondary,no,319,yes,no,may,143,3,-1,0,no
34,management,single,tertiary,no,171,yes,no,may,191,1,294,1,no
47,technician,divorced,tertiary,no,-1148,yes,yes,may,62,2,-1,0,no
44,blue-collar,married,primary,no,-11,yes,no,may,13,1,-1,0,no
35,admin.,single,secondary,no,0,yes,no,may,1073,1,-1,0,yes
45,management,married,tertiary,no,-206,yes,no,may,337,2,-1,0,no
42,blue-collar,married,primary,no,704,yes,yes,jul,88,10,-1,0,no
38,technician,married,secondary,no,1931,no,no,jun,167,1,298,10,no
34,technician,single,secondary,no,943,no,no,aug,96,4,-1,0,no
35,technician,married,secondary,no,327,yes,no,apr,537,3,-1,0,no
29,management,single,secondary,no,-105,yes,no,may,5,3,-1,0,no
58,retired,married,secondary,no,983,no,no,aug,139,1,-1,0,no
44,blue-collar,single,primary,no,787,yes,no,may,570,2,-1,0,no
45,entrepreneur,married,tertiary,no,0,yes,no,jul,100,3,-1,0,no
43,blue-collar,married,secondary,no,3060,yes,no,may,253,2,-1,0,no
44,services,married,secondary,no,5780,yes,no,apr,525,2,-1,0,no
30,technician,single,secondary,no,790,no,no,aug,696,3,-1,0,no
38,unemployed,married,tertiary,no,1449,no,no,may,535,6,-1,0,no
50,technician,married,secondary,no,1412,no,no,aug,131,3,-1,0,no
21,student,single,secondary,no,681,no,no,aug,6,1,-1,0,no
38,entrepreneur,married,tertiary,no,228,yes,no,feb,105,1,-1,0,no
42,admin.,married,secondary,no,0,no,no,jun,370,1,-1,0,no
45,technician,single,tertiary,no,2087,no,no,aug,29,14,-1,0,no
34,entrepreneur,married,secondary,no,2,yes,yes,may,184,1,167,6,no
48,technician,married,secondary,no,197,no,yes,feb,47,2,222,3,no
34,services,married,secondary,no,0,no,yes,jul,193,4,-1,0,no
32,blue-collar,married,secondary,no,1905,yes,no,jul,709,2,-1,0,yes
35,technician,married,tertiary,no,118,no,no,aug,358,2,-1,0,no
39,entrepreneur,married,tertiary,no,2644,yes,no,may,253,1,-1,0,no
36,self-employed,married,tertiary,no,16430,yes,no,jun,197,3,-1,0,no
35,technician,married,secondary,no,13,no,no,aug,94,2,-1,0,no
57,services,divorced,secondary,no,14,no,yes,jul,445,2,-1,0,no
28,technician,single,secondary,no,769,yes,no,may,153,1,371,2,no
43,admin.,married,unknown,no,3485,no,no,jun,113,1,-1,0,no
57,management,married,secondary,no,139,no,no,aug,80,1,-1,0,no
34,services,divorced,secondary,no,202,yes,no,may,318,1,-1,0,no
36,technician,married,tertiary,no,6,yes,no,jan,100,1,435,1,no
47,management,divorced,tertiary,no,2515,no,no,jun,40,3,-1,0,no
36,management,divorced,tertiary,no,5195,yes,no,jun,55,25,-1,0,no
33,management,married,tertiary,no,2098,no,no,nov,67,1,-1,0,no
57,management,married,tertiary,no,320,no,no,aug,76,2,-1,0,no
57,management,married,tertiary,no,3431,yes,no,may,73,1,-1,0,no
34,admin.,married,secondary,no,50,yes,no,may,89,2,-1,0,no
51,housemaid,divorced,tertiary,no,370,yes,no,aug,109,3,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,jul,98,1,-1,0,no
52,self-employed,single,tertiary,no,1623,yes,no,jun,21,17,-1,0,no
43,entrepreneur,married,tertiary,no,13342,yes,no,nov,465,1,-1,0,no
58,retired,single,primary,no,6570,no,no,jul,106,3,-1,0,no
53,admin.,married,secondary,no,225,yes,no,apr,304,1,340,1,no
44,management,married,secondary,no,-665,no,no,jul,342,3,-1,0,no
29,management,single,tertiary,no,0,no,no,may,16,25,-1,0,no
27,services,single,secondary,no,54,yes,no,may,543,2,-1,0,yes
35,blue-collar,married,primary,no,46,no,no,jul,338,3,-1,0,no
40,self-employed,married,secondary,no,2,no,no,aug,197,5,-1,0,no
34,blue-collar,married,secondary,no,103,yes,yes,may,956,2,-1,0,no
38,admin.,single,secondary,no,883,yes,no,may,95,1,327,9,no
32,services,married,secondary,no,55,yes,no,may,546,9,-1,0,no
41,admin.,married,secondary,no,8238,yes,yes,may,124,4,-1,0,no
25,blue-collar,single,secondary,no,913,yes,no,jul,113,4,-1,0,no
38,blue-collar,divorced,secondary,no,595,yes,no,may,245,3,-1,0,no
26,technician,single,secondary,no,7,yes,no,jul,188,2,-1,0,no
37,technician,single,tertiary,no,1661,no,no,aug,199,5,-1,0,no
30,management,married,tertiary,no,102,yes,no,apr,470,7,426,3,yes
36,services,married,secondary,no,338,no,no,may,90,1,-1,0,no
33,management,married,secondary,no,3132,yes,no,may,350,5,-1,0,no
33,admin.,single,tertiary,no,490,yes,no,may,31,1,363,2,no
35,management,married,tertiary,no,2682,yes,no,jul,156,1,-1,0,no
24,services,married,tertiary,no,0,yes,no,may,299,1,-1,0,no
29,unemployed,married,secondary,no,596,no,no,jan,510,2,-1,0,no
54,blue-collar,married,secondary,no,2059,yes,no,aug,177,4,-1,0,no
27,admin.,married,secondary,no,132,no,no,oct,123,2,-1,0,no
34,management,married,secondary,no,0,no,no,feb,270,1,-1,0,no
39,blue-collar,married,primary,no,385,yes,no,may,225,4,-1,0,no
38,management,married,tertiary,no,223,no,no,jan,63,1,-1,0,no
37,management,married,tertiary,no,0,yes,no,jun,247,13,-1,0,no
26,services,single,secondary,no,512,yes,yes,jan,206,5,239,3,no
36,entrepreneur,married,tertiary,no,1169,yes,no,may,168,2,-1,0,no
35,management,single,tertiary,no,71,yes,no,may,836,12,-1,0,no
30,management,single,tertiary,no,940,no,no,aug,131,2,-1,0,no
25,technician,single,secondary,no,-80,yes,yes,jun,89,1,-1,0,no
34,technician,married,secondary,no,0,yes,no,aug,116,4,-1,0,no
52,unknown,married,unknown,no,1317,no,no,jun,58,1,-1,0,no
39,admin.,married,secondary,no,179,no,no,sep,36,1,-1,0,no
34,management,married,secondary,no,1007,yes,no,jul,240,2,-1,0,no
34,management,single,secondary,no,0,no,no,aug,132,4,-1,0,no
30,services,married,secondary,no,1286,yes,yes,jul,544,1,-1,0,no
33,services,married,secondary,no,804,yes,yes,may,266,1,-1,0,no
30,student,single,secondary,no,4,no,no,feb,443,2,-1,0,no
51,blue-collar,married,primary,no,0,yes,no,jul,324,1,-1,0,no
36,services,single,secondary,no,417,yes,no,feb,15,10,207,3,no
48,blue-collar,married,primary,no,1678,no,no,jan,263,2,-1,0,no
37,services,divorced,secondary,no,532,yes,no,jun,199,1,-1,0,no
58,management,married,secondary,no,407,yes,no,jul,145,2,-1,0,no
56,management,divorced,tertiary,no,659,no,yes,jun,56,1,-1,0,no
34,blue-collar,married,secondary,no,393,yes,no,may,11,9,-1,0,no
33,admin.,divorced,secondary,no,661,yes,no,nov,411,1,173,2,no
26,services,single,secondary,no,0,no,no,jul,165,23,-1,0,no
40,management,single,unknown,no,838,yes,no,may,619,3,-1,0,no
35,services,married,secondary,no,195,yes,no,apr,203,1,-1,0,no
45,entrepreneur,married,secondary,no,68,yes,no,may,254,1,-1,0,no
37,technician,single,secondary,no,-242,yes,no,aug,1149,6,-1,0,yes
35,management,divorced,tertiary,no,321,yes,no,may,189,1,-1,0,no
43,services,single,secondary,no,3403,yes,no,nov,707,2,97,2,yes
28,blue-collar,married,secondary,no,8,yes,no,may,196,1,-1,0,no
32,blue-collar,divorced,secondary,no,739,yes,no,may,171,1,-1,0,no
26,unemployed,single,secondary,no,622,no,no,jan,1451,2,-1,0,yes
35,services,married,secondary,no,152,yes,no,jun,563,1,-1,0,yes
35,technician,single,secondary,no,2,no,no,aug,239,4,-1,0,no
39,blue-collar,married,secondary,no,1439,yes,no,jul,73,6,-1,0,no
42,blue-collar,divorced,secondary,no,1491,yes,no,may,203,2,334,2,no
32,technician,single,secondary,no,6402,yes,no,may,158,1,167,1,no
30,unemployed,married,secondary,no,1210,no,no,jul,100,4,-1,0,no
26,management,single,tertiary,no,122,no,yes,jul,160,1,-1,0,no
30,student,single,secondary,no,0,yes,no,nov,661,1,-1,0,no
32,management,married,tertiary,no,62,yes,no,may,166,1,-1,0,no
47,services,married,secondary,no,3333,yes,yes,jul,114,2,-1,0,no
33,technician,married,tertiary,no,16992,yes,no,may,58,1,-1,0,no
57,blue-collar,married,primary,no,23,yes,no,jul,25,8,-1,0,no
35,admin.,married,secondary,no,0,yes,no,may,121,2,-1,0,no
53,technician,married,tertiary,no,6072,no,yes,jun,226,4,-1,0,no
24,retired,single,secondary,no,366,no,yes,may,234,2,-1,0,no
54,management,divorced,tertiary,no,0,no,yes,jul,88,1,-1,0,no
31,management,married,tertiary,no,1343,yes,yes,may,85,1,-1,0,no
41,entrepreneur,married,secondary,no,2105,yes,no,nov,134,1,-1,0,no
44,unknown,married,secondary,no,2319,no,no,aug,251,3,-1,0,no
35,services,single,secondary,no,35,yes,no,may,152,1,-1,0,no
30,management,married,tertiary,no,877,no,no,aug,202,1,83,5,no
43,blue-collar,single,primary,no,30,yes,no,may,379,17,-1,0,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,jul,123,6,-1,0,no
60,retired,married,secondary,no,89,no,no,apr,156,2,-1,0,no
43,self-employed,married,secondary,no,104,no,no,jun,332,1,-1,0,no
31,management,married,tertiary,no,1750,yes,no,may,90,3,-1,0,no
56,management,married,primary,no,772,yes,no,nov,291,1,-1,0,no
42,technician,married,secondary,no,1048,yes,no,feb,23,2,-1,0,no
52,entrepreneur,married,primary,no,592,no,no,jul,122,2,-1,0,no
40,technician,married,secondary,no,0,yes,yes,jul,105,2,172,1,no
36,services,married,secondary,no,3064,yes,no,may,1143,4,-1,0,no
40,services,married,primary,no,33,no,no,may,70,3,-1,0,no
46,blue-collar,married,secondary,no,0,yes,no,may,264,2,-1,0,no
32,admin.,single,secondary,no,1649,no,no,may,204,2,-1,0,no
31,housemaid,single,tertiary,no,287,yes,no,nov,182,1,-1,0,no
41,technician,divorced,secondary,no,0,yes,no,nov,386,2,-1,0,no
58,housemaid,married,primary,no,419,no,yes,jun,295,3,-1,0,no
36,services,married,secondary,no,257,yes,no,may,86,2,-1,0,no
52,technician,married,secondary,no,118,no,no,aug,16,20,-1,0,no
42,management,married,tertiary,no,251,no,no,aug,413,2,-1,0,no
32,management,single,tertiary,no,1731,yes,yes,may,323,3,-1,0,no
62,management,married,tertiary,no,0,no,no,oct,78,3,-1,0,no
31,technician,single,tertiary,no,23,no,no,aug,121,3,-1,0,no
41,blue-collar,single,secondary,yes,-386,no,yes,nov,477,1,-1,0,yes
34,self-employed,married,tertiary,no,5498,no,no,nov,265,1,-1,0,no
44,management,single,tertiary,no,5063,no,no,oct,418,2,-1,0,yes
42,blue-collar,married,primary,no,7041,yes,no,jul,386,4,-1,0,no
37,entrepreneur,single,secondary,no,654,no,no,may,594,2,-1,0,no
47,management,married,tertiary,no,1890,no,no,jul,161,1,-1,0,no
32,unemployed,married,secondary,no,2400,yes,yes,feb,450,3,-1,0,no
46,blue-collar,married,secondary,no,519,yes,no,aug,217,6,-1,0,no
39,technician,single,tertiary,no,1190,no,no,aug,136,1,-1,0,no
28,services,single,secondary,no,229,yes,no,may,322,1,-1,0,no
26,student,single,secondary,no,203,no,no,nov,104,1,196,1,no
52,technician,married,secondary,no,1818,no,yes,nov,189,2,111,4,no
42,unemployed,married,secondary,no,1289,no,no,jul,250,4,415,2,yes
33,technician,divorced,tertiary,no,39,no,no,aug,123,5,-1,0,no
73,retired,married,primary,no,796,no,no,oct,427,1,182,2,yes
35,admin.,single,secondary,no,57,no,yes,jul,632,2,-1,0,no
40,management,married,tertiary,no,1548,yes,no,apr,101,3,-1,0,no
51,technician,married,secondary,no,117,no,no,aug,467,2,88,4,yes
37,admin.,single,secondary,no,0,yes,no,apr,640,2,-1,0,no
39,management,married,tertiary,no,691,yes,yes,apr,517,1,255,1,no
28,blue-collar,married,secondary,no,64,yes,no,may,160,3,-1,0,no
49,technician,divorced,tertiary,no,0,yes,no,jun,177,3,-1,0,no
36,admin.,married,secondary,no,957,yes,no,may,206,1,-1,0,no
45,technician,married,secondary,no,118,yes,no,may,208,2,-1,0,no
29,technician,single,tertiary,no,218,yes,no,apr,169,1,-1,0,no
35,management,married,secondary,no,724,yes,no,jul,287,2,415,1,yes
35,housemaid,married,tertiary,no,20,yes,yes,jul,505,3,-1,0,no
30,blue-collar,married,secondary,no,-28,yes,no,may,284,2,371,1,no
46,blue-collar,married,primary,no,665,no,no,jan,89,4,235,2,no
25,student,single,tertiary,no,5,no,no,sep,138,1,-1,0,no
36,management,married,tertiary,no,925,no,no,dec,321,3,189,4,yes
42,blue-collar,married,primary,no,2519,yes,no,may,262,4,-1,0,no
57,admin.,married,secondary,no,3927,no,no,oct,61,1,-1,0,no
42,management,divorced,tertiary,no,401,yes,no,jul,217,9,-1,0,no
29,management,married,tertiary,no,581,yes,yes,jul,192,2,-1,0,no
36,technician,married,tertiary,no,1327,no,no,oct,174,2,-1,0,no
31,unemployed,married,secondary,no,3242,no,no,jun,292,2,-1,0,no
59,technician,married,primary,no,3163,yes,no,may,240,2,-1,0,no
50,unemployed,divorced,secondary,no,32,no,no,aug,282,2,-1,0,no
47,admin.,married,secondary,no,310,yes,yes,aug,128,6,-1,0,no
46,housemaid,married,primary,no,0,no,no,feb,161,1,-1,0,no
26,blue-collar,single,primary,no,155,yes,no,jan,291,1,244,4,no
31,services,single,secondary,no,11386,yes,no,nov,356,1,-1,0,no
30,services,married,tertiary,no,1380,yes,no,may,294,2,-1,0,no
47,blue-collar,single,unknown,no,2443,no,no,jun,422,1,-1,0,no
23,technician,single,tertiary,no,1129,yes,no,may,806,1,-1,0,yes
44,unemployed,single,primary,no,4232,no,no,jun,227,1,-1,0,no
42,self-employed,married,secondary,no,5564,no,no,nov,560,2,-1,0,no
32,services,single,secondary,no,-402,yes,no,apr,135,1,-1,0,no
28,admin.,single,secondary,no,1323,yes,no,jun,361,1,-1,0,no
57,retired,married,primary,no,1623,yes,yes,jul,246,1,-1,0,no
38,technician,married,tertiary,no,1042,yes,no,feb,419,2,-1,0,no
22,student,single,secondary,no,2488,no,no,nov,449,2,38,10,yes
54,admin.,married,secondary,no,865,yes,no,nov,71,1,-1,0,no
32,technician,married,tertiary,no,-1053,yes,no,jul,357,3,-1,0,no
32,management,married,tertiary,no,1667,yes,no,nov,164,2,179,3,no
59,admin.,divorced,secondary,no,975,yes,no,may,263,4,-1,0,no
45,technician,married,secondary,no,2571,no,no,jun,146,2,-1,0,no
53,unknown,married,primary,no,732,no,no,oct,759,2,-1,0,yes
50,admin.,divorced,secondary,no,769,no,no,jul,72,2,363,4,no
34,technician,married,secondary,no,-136,yes,yes,aug,131,2,-1,0,no
35,admin.,divorced,secondary,no,3636,no,yes,nov,808,2,-1,0,yes
30,management,married,tertiary,no,931,no,no,jul,1183,1,-1,0,no
62,housemaid,married,secondary,no,565,no,no,sep,123,3,-1,0,no
40,blue-collar,married,secondary,no,271,yes,no,may,483,2,-1,0,no
26,self-employed,single,tertiary,no,1153,no,no,may,238,3,-1,0,no
34,management,married,tertiary,no,-73,yes,no,jul,90,1,-1,0,no
50,unknown,married,unknown,no,558,no,no,jul,464,1,683,6,yes
31,unknown,divorced,tertiary,no,137,no,no,aug,385,9,-1,0,no
35,technician,married,secondary,no,700,yes,no,may,240,2,-1,0,no
55,retired,married,primary,no,-966,no,yes,may,104,1,-1,0,no
34,admin.,married,secondary,no,96,no,no,aug,109,2,-1,0,no
58,retired,married,primary,no,4007,no,no,nov,598,4,-1,0,no
50,management,single,tertiary,no,567,yes,no,may,274,8,-1,0,no
31,technician,single,secondary,no,40,no,no,aug,123,2,-1,0,no
47,admin.,divorced,secondary,no,136,no,yes,jul,70,1,-1,0,no
38,self-employed,single,tertiary,no,917,yes,no,may,260,1,-1,0,no
46,management,single,tertiary,no,593,yes,no,jan,190,3,-1,0,no
42,blue-collar,married,primary,no,505,yes,no,may,521,2,-1,0,no
34,blue-collar,married,secondary,no,2542,yes,no,may,228,1,-1,0,no
37,management,married,tertiary,no,5355,no,no,feb,466,4,-1,0,yes
38,student,single,tertiary,no,807,no,no,feb,74,2,-1,0,no
59,retired,married,secondary,no,9976,yes,no,may,57,2,-1,0,no
32,admin.,married,secondary,no,0,no,no,jan,119,3,-1,0,no
55,management,married,tertiary,no,540,no,no,nov,124,2,-1,0,no
35,blue-collar,married,secondary,no,280,yes,yes,jul,65,50,-1,0,no
56,management,divorced,tertiary,no,-59,no,yes,jul,127,6,-1,0,no
27,admin.,married,secondary,yes,-517,yes,no,jul,172,3,-1,0,no
42,unemployed,single,secondary,no,2613,yes,no,jul,174,6,-1,0,no
42,student,married,unknown,no,-7,no,no,jul,41,6,-1,0,no
41,blue-collar,married,primary,no,0,yes,no,may,232,3,-1,0,no
53,retired,divorced,secondary,yes,-200,no,yes,jun,161,1,-1,0,no
67,retired,married,primary,no,2301,no,no,apr,124,1,-1,0,no
53,housemaid,married,primary,no,104,no,yes,jun,701,1,-1,0,yes
33,blue-collar,married,primary,no,191,yes,no,may,162,2,-1,0,no
31,technician,single,unknown,no,694,yes,no,jun,431,2,-1,0,no
31,admin.,married,secondary,no,212,yes,no,jul,191,3,-1,0,no
30,management,married,tertiary,no,1882,yes,no,aug,249,5,-1,0,no
48,blue-collar,married,unknown,no,131,yes,no,may,189,1,-1,0,no
30,technician,single,secondary,no,175,no,no,aug,167,4,-1,0,no
43,technician,single,tertiary,yes,0,no,no,aug,73,4,-1,0,no
38,management,divorced,tertiary,no,4425,yes,no,may,162,1,-1,0,no
46,unemployed,married,secondary,no,3533,yes,no,aug,235,2,-1,0,no
59,blue-collar,divorced,secondary,no,3573,no,no,may,44,1,-1,0,no
44,management,divorced,tertiary,no,476,yes,yes,may,127,2,-1,0,no
35,blue-collar,married,secondary,no,1257,yes,no,apr,93,3,329,7,no
55,blue-collar,married,unknown,no,23,no,no,jan,143,1,2,3,no
39,management,single,tertiary,no,0,yes,no,apr,81,2,-1,0,no
36,services,single,secondary,no,398,yes,yes,jun,77,2,-1,0,no
33,blue-collar,married,secondary,no,745,yes,no,may,115,4,-1,0,no
48,management,single,tertiary,no,8106,no,no,nov,125,1,111,3,no
33,management,single,tertiary,no,0,no,no,aug,53,4,-1,0,no
67,retired,married,unknown,no,696,no,no,may,77,2,-1,0,no
48,unemployed,divorced,secondary,no,1266,yes,no,feb,45,1,-1,0,no
57,management,married,tertiary,no,2416,no,no,aug,74,2,-1,0,no
31,housemaid,married,primary,no,25,no,no,aug,169,5,-1,0,no
30,student,single,tertiary,no,7513,no,no,aug,269,2,-1,0,no
56,entrepreneur,divorced,primary,no,29,no,no,jan,52,2,227,1,no
26,blue-collar,married,primary,no,5116,yes,no,jul,246,3,-1,0,no
44,management,married,secondary,no,-1746,yes,no,jun,218,1,-1,0,no
44,technician,divorced,secondary,no,14,no,no,nov,167,1,92,1,yes
31,management,married,tertiary,no,4148,yes,no,nov,316,3,99,9,yes
47,self-employed,married,unknown,no,14,yes,no,may,142,1,-1,0,no
30,admin.,single,secondary,no,105,yes,no,nov,75,1,-1,0,no
37,management,married,tertiary,no,767,no,yes,feb,204,1,-1,0,no
56,admin.,divorced,primary,no,0,no,yes,jul,542,1,-1,0,no
43,management,single,secondary,no,-228,yes,yes,may,122,2,-1,0,no
42,services,married,secondary,no,508,yes,no,may,70,1,-1,0,no
60,management,married,secondary,no,725,yes,no,jul,266,1,-1,0,no
34,blue-collar,married,unknown,no,41,yes,no,may,34,9,-1,0,no
34,management,single,tertiary,no,184,no,no,jul,203,4,-1,0,no
41,management,married,tertiary,no,251,no,yes,jun,85,3,-1,0,no
38,management,divorced,secondary,no,-17,no,no,nov,11,4,-1,0,no
23,services,married,secondary,no,-19,yes,no,jun,13,10,-1,0,no
33,management,married,tertiary,no,1064,yes,no,may,562,1,-1,0,yes
36,blue-collar,married,secondary,no,777,yes,no,may,185,3,-1,0,no
49,unemployed,married,tertiary,no,377,no,no,may,158,1,59,2,no
34,admin.,divorced,secondary,no,479,yes,no,may,515,1,350,5,yes
40,technician,divorced,secondary,no,-375,yes,no,may,60,5,-1,0,no
72,retired,married,primary,no,796,no,no,apr,173,2,-1,0,no
43,technician,married,secondary,no,17,yes,no,may,353,4,-1,0,no
44,blue-collar,married,secondary,no,1071,yes,no,may,143,3,357,1,no
35,admin.,married,secondary,no,0,yes,no,apr,18,5,-1,0,no
46,admin.,divorced,secondary,no,7378,no,no,nov,466,1,-1,0,no
55,admin.,married,secondary,no,865,yes,no,apr,85,1,151,1,no
50,technician,divorced,secondary,no,-701,yes,yes,jul,148,1,-1,0,no
23,blue-collar,single,unknown,no,817,yes,no,may,123,1,-1,0,no
34,student,married,unknown,no,1387,no,no,apr,121,1,-1,0,no
40,blue-collar,married,secondary,no,0,yes,yes,may,245,3,-1,0,no
61,retired,married,secondary,no,2917,no,no,oct,215,1,-1,0,yes
53,technician,married,secondary,no,4541,yes,no,may,190,6,-1,0,no
57,technician,married,secondary,no,0,no,no,may,44,1,-1,0,no
28,blue-collar,married,secondary,no,4287,no,no,apr,171,1,-1,0,no
25,admin.,married,secondary,no,242,yes,no,jul,62,12,-1,0,no
38,blue-collar,married,secondary,no,171,yes,yes,may,172,1,-1,0,no
27,services,single,secondary,no,259,yes,no,may,78,10,-1,0,no
45,blue-collar,married,secondary,no,827,yes,no,may,319,5,-1,0,no
31,services,single,secondary,no,469,no,yes,feb,111,1,-1,0,no
39,blue-collar,married,primary,no,2226,yes,no,may,158,1,-1,0,no
42,technician,married,secondary,no,0,no,no,aug,82,12,-1,0,no
46,management,married,tertiary,no,477,yes,no,may,128,6,-1,0,no
36,services,married,secondary,no,42,yes,no,may,102,4,-1,0,no
30,management,single,tertiary,no,775,yes,no,jun,124,2,-1,0,no
32,blue-collar,married,secondary,no,9,yes,no,apr,334,2,-1,0,no
52,technician,married,tertiary,no,2557,no,no,jan,134,5,204,2,yes
31,management,married,tertiary,no,2395,no,no,apr,218,1,-1,0,no
60,management,married,primary,no,4895,no,no,jun,313,1,-1,0,no
35,blue-collar,single,secondary,no,376,yes,yes,may,207,3,-1,0,no
38,management,married,tertiary,no,389,yes,no,may,262,1,-1,0,no
46,management,divorced,tertiary,no,134,no,no,aug,134,2,-1,0,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,jun,197,3,-1,0,no
59,services,married,secondary,no,0,yes,no,may,214,3,-1,0,no
34,management,married,tertiary,no,2892,yes,yes,jul,1165,7,-1,0,no
